,user,datetime,text,link,image,gif
143,raradiohead,2023-05-01T03:43:12.000Z,"Radiohead
There There$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1652881327559962624$/i/status/1367571833633996800$/raradiohead/status/1652881327559962624/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/1367571615995752449/pu/img/RCvSkFoOByR_PuFD.jpg$,blob:https://twitter.com/87f328ff-1596-4fba-b017-7f8e5d364375$
144,raradiohead,2023-04-30T22:53:12.000Z,"Radiohead
Karma Police$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1652808347932827650$/i/status/810816359030370304$/raradiohead/status/1652808347932827650/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/810815658183127040/pu/img/jBfWRASS4OoBERxF.jpg$,blob:https://twitter.com/c9f811ac-bfb1-4810-b87d-46986e4e0f89$
145,raradiohead,2023-04-30T17:38:14.000Z,"Radiohead
Ripcord$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1652729085343277056$/i/status/908366260194254848$/raradiohead/status/1652729085343277056/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/908364943656763392/pu/img/N3z2HpzUlZnRSey7.jpg$,blob:https://twitter.com/4db1ad10-9f0f-4d0f-8fcb-57d5e163b6e0$
146,raradiohead,2023-04-30T14:19:55.000Z,"Radiohead
Street Spirit$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1652679177114648576$/raradiohead/status/1652679177114648576/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/1125931652746596353/pu/img/0n5vf9FpSNz-PrQ7.jpg$,blob:https://twitter.com/b5520f44-c125-44d2-920b-d4e199759d66$
147,raradiohead,2023-04-30T12:23:13.000Z,"Radiohead
15step$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1652649806261518338$/i/status/777540293654482944$/raradiohead/status/1652649806261518338/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/777538987825041408/pu/img/nvazQRlJlQXB2jdm.jpg$,blob:https://twitter.com/db4c839d-7c39-4d2c-bdfe-785d5606fc0f$
148,raradiohead,2023-04-30T07:33:17.000Z,"Radiohead
No surprises$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1652576843621359621$/i/status/698854092395847680$/raradiohead/status/1652576843621359621/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/698853974196117504/pu/img/rn4OhfIkCtwQdqb4.jpg$,blob:https://twitter.com/ab553c0e-9077-4d55-9fa1-0bccfb3aa6cd$
149,raradiohead,2023-04-30T02:48:15.000Z,"Radiohead
Knives Out (MV)$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1652505111648763905$/i/status/980662916134330368$/raradiohead/status/1652505111648763905/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/980661155386474496/pu/img/kRvH1NiVN0Mp_wSU.jpg$,blob:https://twitter.com/133941d9-6a70-4f69-a8ab-794e9d98ce99$
150,raradiohead,2023-04-29T21:58:11.000Z,"Radiohead
Faust Arp$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1652432116255211527$/i/status/1002973781193682944$/raradiohead/status/1652432116255211527/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/1002973492524904450/pu/img/6UTZprml42TsBcGf.jpg$,blob:https://twitter.com/1a474360-b081-4356-a282-21b4c6ff4cc5$
151,raradiohead,2023-04-29T16:18:12.000Z,"Radiohead
Ful Stop$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1652346555142225921$/i/status/774148335586320384$/raradiohead/status/1652346555142225921/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/774147786375782400/pu/img/cvCfzXss0nLcwj9y.jpg$,blob:https://twitter.com/cf0b45c8-5b09-4f8e-b56d-f922e0d0b68f$
152,raradiohead,2023-04-29T11:43:12.000Z,"Radiohead
Exit Music$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1652277348010536960$/i/status/1312846063808638976$/raradiohead/status/1652277348010536960/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/1312845897160507392/pu/img/Kc_lSXlK6zzXvlWy.jpg$,blob:https://twitter.com/daf12781-2a9a-4696-a6ba-c4f7fa0aea48$
153,raradiohead,2023-04-29T06:28:23.000Z,"Radiohead
2+2=5(2016)$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1652198123232534528$/i/status/774152904554840065$/raradiohead/status/1652198123232534528/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/774152132794527744/pu/img/rvqFF5zeJE9hT0EW.jpg$,blob:https://twitter.com/c7149cbb-900b-450e-aaa0-a7a68358160c$
154,raradiohead,2023-04-29T01:58:14.000Z,"Radiohead
Packt like Sardines$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1652130136379084802$/i/status/846606442358456320$/raradiohead/status/1652130136379084802/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/846605428855267328/pu/img/iZ0XyUkZkF3GLUky.jpg$,blob:https://twitter.com/2bf76e26-8bf4-4957-b85c-18c561110da3$
155,raradiohead,2023-04-28T20:48:14.000Z,"Radiohead
High And Dry$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1652052123398422530$/i/status/1012904214001930240$/raradiohead/status/1652052123398422530/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/1012903845033213952/pu/img/h4XZ60wMAuNGh5wU.jpg$,blob:https://twitter.com/31dd56ca-1030-4337-93d5-6a9f256fadb1$
156,raradiohead,2023-04-28T15:48:13.000Z,"Radiohead
No Surprises$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1651976623028150273$/i/status/846609590913384448$/raradiohead/status/1651976623028150273/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/846608606652878848/pu/img/0gjX-eGVgiACxB-O.jpg$,blob:https://twitter.com/da5be955-b393-41b8-b615-4c1d7b53f749$
157,raradiohead,2023-04-28T10:23:16.000Z,"Radiohead
Separator (From The Basement)$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1651894844032155649$/i/status/1139447197135593472$/raradiohead/status/1651894844032155649/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/1139446918407282688/pu/img/ksnQF7996_yQRHxC.jpg$,blob:https://twitter.com/d7ead473-aeaa-412b-af05-43e16808e86a$
158,raradiohead,2023-04-28T05:53:12.000Z,"Radiohead
Where I End and You Begin$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1651826881660874752$/i/status/1367585392539529217$/raradiohead/status/1651826881660874752/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/1367585141841829903/pu/img/ApRg68S00AG0vH-Z.jpg$,blob:https://twitter.com/e085981d-20be-41d1-b830-fd137ea6ce66$
159,raradiohead,2023-04-28T00:58:12.000Z,"Radiohead
Black Star$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1651752643679735810$/i/status/702422371538489345$/raradiohead/status/1651752643679735810/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/702422039014023168/pu/img/zbsjTgAgeNt4vTXS.jpg$,blob:https://twitter.com/d5f24de7-cd81-480b-8935-c496268e2ca5$
160,raradiohead,2023-04-27T19:23:12.000Z,"Radiohead
Man Of War$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1651668336940384256$/i/status/878308307714187265$/raradiohead/status/1651668336940384256/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/878306568210595840/pu/img/AMeHjMampzUpkF7p.jpg$,blob:https://twitter.com/f7c46cf7-8b0e-427e-b711-df19ad374c0f$
161,raradiohead,2023-04-27T14:48:12.000Z,"Thom Yorke(Radiohead)
The Clock$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1651599130194587649$/i/status/873845229362626562$/raradiohead/status/1651599130194587649/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/873844722673909760/pu/img/3jEv5qmn8d4hnTdh.jpg$,blob:https://twitter.com/c4810889-e875-4bc0-8d3a-dc0b3a98f21d$
162,raradiohead,2023-04-27T10:13:13.000Z,"Radiohead
How to Disappear Completely$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1651529929706598401$/i/status/1091494195771039744$/raradiohead/status/1651529929706598401/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/1091492623771029505/pu/img/sO2cGFE7OBba0UOg.jpg$,blob:https://twitter.com/1cc07bb4-265c-425c-81d0-8594f72c8a48$
163,raradiohead,2023-04-27T04:38:13.000Z,"Radiohead
Knives Out$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1651445624053669894$/i/status/875315021844172803$/raradiohead/status/1651445624053669894/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/875314023343865856/pu/img/BMMltn8FMxpkKpOd.jpg$,blob:https://twitter.com/404cd6a3-81b7-4495-918c-24e195022180$
164,raradiohead,2023-04-26T23:38:11.000Z,"Radiohead
I Promise$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1651370118193070081$/i/status/871612944152379392$/raradiohead/status/1651370118193070081/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/871611656689795073/pu/img/Fyno7rKIToea5IB4.jpg$,blob:https://twitter.com/1f48a383-69e6-44cf-a09e-0126435f84e1$
165,raradiohead,2023-04-26T18:28:20.000Z,"Radiohead
Everything in Its Right Place
(Piano)$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1651292140675137539$/i/status/1118889028470763520$/raradiohead/status/1651292140675137539/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/1118888802087346177/pu/img/Mr5MLAa5PguQXPVu.jpg$,blob:https://twitter.com/60a8007d-104a-4311-82f6-ac4d17a390ce$
166,raradiohead,2023-04-26T13:43:13.000Z,"Atoms for peace(Thom Yorke)
Harrowdown Hill$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1651220388578316292$/i/status/873428070752854017$/raradiohead/status/1651220388578316292/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/873426476980330496/pu/img/6EjnHnD1RPXqCFeS.jpg$,blob:https://twitter.com/199b7333-8390-498a-acf7-92336d7b6b15$
167,raradiohead,2023-04-26T08:18:24.000Z,"Radiohead
Everything in Its Right Place$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1651138644978049024$/i/status/810799908278046720$/raradiohead/status/1651138644978049024/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/810798913154232320/pu/img/PqIt5NzR9qLBlvlH.jpg$,blob:https://twitter.com/d327e64b-e70e-4402-b26d-8a8a2c9ffb0c$
168,raradiohead,2023-04-26T03:48:13.000Z,"Radiohead
Pyramid Song$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1651070652630151168$/i/status/805599483052494848$/raradiohead/status/1651070652630151168/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/805599091543543808/pu/img/_z6JhBtUnhxZGyg1.jpg$,blob:https://twitter.com/e4e57693-e350-4f53-9e64-79a20e404783$
169,raradiohead,2023-04-25T22:53:12.000Z,"Radiohead
2+2=5$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1650996407745105920$/i/status/1367577795438596099$/raradiohead/status/1650996407745105920/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/1367577589930369024/pu/img/M2uunDf-eJCjp8LH.jpg$,blob:https://twitter.com/aa5d49f6-ae4d-4532-b7be-4789d1c2b414$
170,raradiohead,2023-04-25T17:18:14.000Z,"Radiohead
Big Boots/1995(Man Of War)$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1650912112452026375$/i/status/905704747293749248$/raradiohead/status/1650912112452026375/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/905702229503492096/pu/img/ObuoEIGitVwIL47C.jpg$,blob:https://twitter.com/7fd55a99-74f4-45e8-9ea0-d20098413bc4$
171,raradiohead,2023-04-25T12:38:14.000Z,"Radiohead
My Iron Lung$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1650841647301767168$/i/status/998046291635552257$/raradiohead/status/1650841647301767168/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/998043825879728128/pu/img/5sii8grbK3LGkivl.jpg$,blob:https://twitter.com/9baa180e-e11e-488d-8b22-d9bbd82be681$
172,raradiohead,2023-04-25T07:53:12.000Z,"Radiohead
These Are My Twisted Words$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1650769916440592384$/i/status/908361515119501312$/raradiohead/status/1650769916440592384/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/908359941861269504/pu/img/BVQqeKd6FwSRAmQi.jpg$,blob:https://twitter.com/4dd1052e-1968-4de3-8dd7-004bbfef4b10$
173,raradiohead,2023-04-25T02:28:13.000Z,"Radiohead
Idioteque$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1650688131916525570$/i/status/1002990283783430145$/raradiohead/status/1650688131916525570/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/1002989711848194051/pu/img/F2XayqjJDxFqSiOd.jpg$,blob:https://twitter.com/7f648521-9d37-49fc-8ec7-52ddcc811379$
174,raradiohead,2023-04-24T22:13:12.000Z,"Radiohead
Dollars and Cents$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1650623956490104832$/i/status/846603079772340225$/raradiohead/status/1650623956490104832/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/846602074305417216/pu/img/rId5LyhzsgRke1x1.jpg$,blob:https://twitter.com/b73aefa1-b600-4b46-94ce-90a1c8092592$
175,raradiohead,2023-04-24T16:58:11.000Z,"Atoms For Peace
Ingenue(Thom Yorke)$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1650544679685959689$/i/status/824462259459985409$/raradiohead/status/1650544679685959689/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/824461276445175808/pu/img/2GCTYJ6ArZ4FaoJR.jpg$,blob:https://twitter.com/5768ff8d-1436-40c7-9fcf-ae7b971fc95e$
176,raradiohead,2023-04-24T12:13:13.000Z,"Radiohead
Myxomatosis$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1650472964209401859$/i/status/703205284567617537$/raradiohead/status/1650472964209401859/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/703205178216820737/pu/img/N_8GsrjyzhWZpXUR.jpg$,blob:https://twitter.com/98d06b4b-cb87-44a4-9c10-417103f6491b$
177,raradiohead,2023-04-24T06:38:12.000Z,"Atoms For Peace
Thom Yorke
The Eraser$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1650388653833695233$/i/status/872661701975396352$/raradiohead/status/1650388653833695233/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/872660690791616514/pu/img/fdFRkf8nHFk0LWgi.jpg$,blob:https://twitter.com/910a1775-c96c-4f10-b73c-c005d175062b$
178,raradiohead,2023-04-24T02:13:14.000Z,"Radiohead
YOU$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1650321974634094593$/i/status/811018378378784769$/raradiohead/status/1650321974634094593/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/811017409284829185/pu/img/ZCW3udGw2BEmc10o.jpg$,blob:https://twitter.com/f6f5421b-46a8-4a05-b477-fe7f5718a071$
179,raradiohead,2023-04-23T20:48:12.000Z,"Radiohead
Tinker Tailor Soldier Sailor Rich Man Poor Man Beggar Man Thief$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1650240175228821504$/i/status/954611168261242880$/raradiohead/status/1650240175228821504/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/954609796031725569/pu/img/nYPfOxZ8w5gl3LoR.jpg$,blob:https://twitter.com/62b759c9-3280-440e-9815-5c07dbf4557c$
180,raradiohead,2023-04-23T15:18:12.000Z,"Radiohead
True Love Waits (acoustic)$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1650157126658957313$/i/status/1367235565821698052$/raradiohead/status/1650157126658957313/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/1367235340562395137/pu/img/VN-okEYY7vsXtfXD.jpg$,blob:https://twitter.com/6ddee3ab-d1bb-4e04-9632-dd7323050219$
181,raradiohead,2023-04-23T11:18:17.000Z,"Radiohead
Staircase$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1650096750168883200$/i/status/703209584228327425$/raradiohead/status/1650096750168883200/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/703209472949288960/pu/img/mQQZWpjTJxAQ--IS.jpg$,blob:https://twitter.com/c7433331-23b2-45cb-acf5-58f18af1d057$
182,raradiohead,2023-04-23T05:33:12.000Z,"Radiohead
There There(2016)$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1650009908446740480$/i/status/777493356314099713$/raradiohead/status/1650009908446740480/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/777492584151207936/pu/img/mXEZ_wOEhsnNXPA8.jpg$,blob:https://twitter.com/642e25cd-902e-45a6-85fa-b7ea831a538b$
183,raradiohead,2023-04-23T01:03:12.000Z,"Radiohead
Fake Plastic Trees$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1649941959484514305$/i/status/1367590974491226120$/raradiohead/status/1649941959484514305/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/1367590706794012673/pu/img/RQDetY0ZTwvMUikD.jpg$,blob:https://twitter.com/8cf07066-b28f-484a-89d9-4f8045f71473$
184,raradiohead,2023-04-22T19:18:12.000Z,"Radiohead
Morning Bell$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1649855137186295808$/i/status/711865435130429441$/raradiohead/status/1649855137186295808/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/711865330381901825/pu/img/efMeTPhWhWBpH1It.jpg$,blob:https://twitter.com/4f90dd9c-0441-4a62-9951-9ce258aa04d9$
185,raradiohead,2023-04-22T14:33:13.000Z,"Radiohead
High and Dry (MV)$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1649783419235082241$/i/status/1241807472542674945$/raradiohead/status/1649783419235082241/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/1241807054026584064/pu/img/oQ0ejxVfqQ7Ww3l4.jpg$,blob:https://twitter.com/bd4bc5cc-4beb-48b2-b170-66fcc5b311ac$
186,raradiohead,2023-04-22T09:48:13.000Z,"Radiohead
Scatterbrain$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1649711698914205696$/i/status/904284752311599104$/raradiohead/status/1649711698914205696/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/904281434852016128/pu/img/IaKO_a-XxpMJe_dW.jpg$,blob:https://twitter.com/eaa3c670-2343-4844-83f5-13acb5ab058b$
187,raradiohead,2023-04-22T04:33:11.000Z,"Radiohead
Morning Bell$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1649632417571905536$/i/status/867326459446140928$/raradiohead/status/1649632417571905536/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/867325991378710528/pu/img/oCa9i1LlLDwTWhjz.jpg$,blob:https://twitter.com/bd6015a3-c2e3-4502-a870-849d1aa27566$
188,raradiohead,2023-04-21T23:48:12.000Z,"Radiohead
Lift$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1649560697078988800$/i/status/873807186924896256$/raradiohead/status/1649560697078988800/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/873806688045809664/pu/img/xnzpywOtbT-OqjNB.jpg$,blob:https://twitter.com/069ba903-2b83-42ea-9bdb-97f51cf613eb$
189,raradiohead,2023-04-21T18:38:12.000Z,"Radiohead
Identikit$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1649482684760989696$/i/status/776350533095260160$/raradiohead/status/1649482684760989696/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/776349630338433024/pu/img/OvT7aSX21GVJf70v.jpg$,blob:https://twitter.com/300fbfb6-7a0a-4e50-90bd-105c13fca389$
190,raradiohead,2023-04-21T14:18:15.000Z,"Atoms For Peace(Thom Yorke)
Cymbal Rush$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1649417263785574404$/i/status/839381239878430720$/raradiohead/status/1649417263785574404/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/839380008351084544/pu/img/pR_Zg96BnDh3K_rW.jpg$,blob:https://twitter.com/b14ca443-4abb-4842-b0ae-89e59c15e831$
191,raradiohead,2023-04-21T08:43:12.000Z,"Radiohead
Spectre$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1649332947420315651$/i/status/1016723693672624128$/raradiohead/status/1649332947420315651/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/1016722882888544256/pu/img/K5cZzGTHkJ90__5D.jpg$,blob:https://twitter.com/2dbb0c20-f99b-43ca-98d9-f415bdc42de7$
192,raradiohead,2023-04-21T03:33:14.000Z,"Radiohead
Climbing Up The Walls$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1649254942195023872$/i/status/1362459969585487876$/raradiohead/status/1649254942195023872/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/1362458820128112643/pu/img/4DG4kUxLYDVwpzlQ.jpg$,blob:https://twitter.com/d650a895-3003-4953-b063-fa047f8d561c$
193,raradiohead,2023-04-20T23:33:12.000Z,"Radiohead
Bodysnatchers$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1649194536860622848$/i/status/1129732870581432322$/raradiohead/status/1649194536860622848/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/1129732474018390016/pu/img/gjHiaZVvao8cvupW.jpg$,blob:https://twitter.com/9e5ebccb-4446-4f5f-9423-6032c5f85b6e$
194,raradiohead,2023-04-20T17:38:12.000Z,"Radiohead
Creep$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1649105198453751824$/i/status/803488105684615168$/raradiohead/status/1649105198453751824/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/803487784187011072/pu/img/-ZRiQRtqls1U9LYi.jpg$,blob:https://twitter.com/2682c02d-bb0a-482d-b1e9-2954ce72fc25$
195,raradiohead,2023-04-20T12:43:12.000Z,"Radiohead
You And Whose Army?$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1649030958480334848$/i/status/1103317546386636800$/raradiohead/status/1649030958480334848/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/1103316896210812928/pu/img/4acu9Pl0U20LMJ96.jpg$,blob:https://twitter.com/b68cb5b7-97e6-4f61-b983-8278e4900b67$
196,raradiohead,2023-04-20T07:28:11.000Z,"Radiohead
Bangers & Mash$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1648951681550360576$/i/status/711580606119809024$/raradiohead/status/1648951681550360576/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/711580427685724160/pu/img/h1Kf_y_rjhzhvygf.jpg$,blob:https://twitter.com/f60889ea-29e8-4659-9fdc-8865709f69df$
197,raradiohead,2023-04-20T02:43:13.000Z,"Radiohead
Subterranean Homesick Alien
Live From The 10 Spot 1997$",/raradiohead$/raradiohead$/raradiohead$/raradiohead/status/1648879966950506496$/i/status/1362685454290591744$/raradiohead/status/1648879966950506496/analytics$,https://pbs.twimg.com/profile_images/698544776719659011/Uy_pkNr-_normal.jpg$https://pbs.twimg.com/ext_tw_video_thumb/1362684352870510593/pu/img/ZXShTPS4cjcrRKFT.jpg$,blob:https://twitter.com/403a65f6-4994-4c64-ac7c-a00293fb8302$
